"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8646","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-mn-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","30064","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-ru-unregistered","2026-08-12","broken","2026-08-12","","cta/generated.cta.spec.js","",""
"","132","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CMA-ar-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","39","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-hu-hu-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","45","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-fr-fr-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","73","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-zh-hans-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","43","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-pl-pl-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7689","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-de-at-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","8100","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-es-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","46","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-vi-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","129","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-de-at-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9623","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-en-eu-unregistered","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","64","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-mn-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","174","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CySEC-de-at-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","139","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-fr-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","42","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-it-it-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9691","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-en-eu-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","50","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-fr-fr-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","46","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CMA-ar-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","41","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-it-it-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","49","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CySEC-hu-hu-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","30063","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-ru-authorised","2026-08-12","broken","2026-08-12","","cta/generated.cta.spec.js","",""
"","128","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CMA-ar-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","127","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-de-de-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","41","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-de-de-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","160","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CySEC-el-gr-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","129","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-pl-pl-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","41","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-nl-nl-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","41","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-nl-nl-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","53","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-ro-ro-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","68","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-ar-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7512","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-it-it-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","37","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-de-de-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","40","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-vi-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","40","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-it-it-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","50","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CySEC-fr-fr-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7815","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-zh-hant-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","70","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-de-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","46","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-mn-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","53","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CMA-ar-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","45","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-fr-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","128","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CMA-ar-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","148","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-zh-hans-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","30025","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CMA-en-unregistered","2026-08-12","broken","2026-08-12","","cta/generated.cta.spec.js","",""
"","123","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-fr-fr-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7509","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-en-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","71","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-zh-hant-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9609","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-en-eu-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","7595","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-ASIC-en-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","63","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-vi-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9579","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CMA-en-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","50","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-fr-fr-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","73","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-fr-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","35","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-pl-pl-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","131","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-fr-fr-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","55","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CMA-ar-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9661","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CMA-en-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","158","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-de-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","49","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-it-it-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7645","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-el-gr-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","47","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-it-it-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7578","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-ASIC-en-unregistered","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","46","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-zh-hans-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","47","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-de-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","47","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-el-gr-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7562","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-de-de-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","127","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-fr-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","127","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-fr-fr-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","64","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-es-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","43","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-nl-nl-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9031","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-en-unauthorised","2026-08-12","passed","2026-08-12","","cta/generated.cta.spec.js","",""
"","57","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CySEC-de-at-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","45","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-fr-fr-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","45","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-ro-ro-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7826","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-ru-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","38","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CMA-ar-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","45","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-de-de-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","129","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-vi-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9663","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CMA-en-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","30028","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-en-eu-unregistered","2026-08-12","broken","2026-08-12","","cta/generated.cta.spec.js","",""
"","68","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-de-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","55","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CySEC-it-it-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","37","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-ro-ro-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","124","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-fr-fr-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","39","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-de-at-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","51","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-de-at-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","124","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-it-it-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","136","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-hu-hu-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","46","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CySEC-pl-pl-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","8603","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-en-eu-authorised","2026-08-12","passed","2026-08-12","","cta/generated.cta.spec.js","",""
"","46","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-el-gr-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","48","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CySEC-el-gr-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","62","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CySEC-pl-pl-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","157","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-pl-pl-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7991","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-en-eu-unregistered","2026-08-12","passed","2026-08-12","","cta/generated.cta.spec.js","",""
"","44","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-zh-hant-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7634","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-en-unregistered","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","62","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-zh-hans-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","123","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-pl-pl-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","53","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CMA-ar-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","8522","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-mn-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","59","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CySEC-de-at-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","132","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-de-de-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9594","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-en-eu-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","175","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-vi-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","50","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-hu-hu-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","137","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-mn-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","59","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CySEC-de-de-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","40","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-pl-pl-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","64","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CMA-ar-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","38","iagCfdInstrument page | fyLink | fyLink","chromium-CySEC-hu-hu-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","126","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-hu-hu-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9665","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CySEC-en-eu-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","171","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-de-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","124","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-ro-ro-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","8567","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-ro-ro-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7520","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-en-eu-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","48","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-de-at-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7535","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-nl-nl-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","50","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CySEC-pl-pl-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","129","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-el-gr-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7352","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-hu-hu-unregistered","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","75","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-es-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7481","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-pl-pl-unregistered","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","9602","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CySEC-en-eu-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","42","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-fr-fr-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9582","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CMA-en-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","42","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CySEC-de-at-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7559","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-en-eu-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","73","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-ar-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7977","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-ar-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","46","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-ru-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7961","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-de-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","50","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-nl-nl-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","9586","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CMA-en-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","44","helpCentreMyAccount page | socialMediaMyAccountBlock | twitterIcon","chromium-CySEC-ro-ro-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","39","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-it-it-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7869","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-en-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","47","helpCentreMyAccount page | socialMediaMyAccountBlock | instagramIcon","chromium-CySEC-de-at-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","48","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-fr-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","173","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-zh-hans-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","8083","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-de-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","47","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-CySEC-pl-pl-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","47","helpCentreMyAccount page | socialMediaMyAccountBlock | youtubeIcon","chromium-CySEC-it-it-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7238","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-CySEC-hu-hu-unauthorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","136","rollsRoycePrice page | yahooFinanceUKLink | yahooFinanceUKLink","chromium-SCB-es-authorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","7920","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-zh-hant-authorised","2026-08-12","failed","2026-08-12","","cta/generated.cta.spec.js","",""
"","50","projectedEcbRateRiseIn5Years page | projectedUSInterestRatesLink | projectedUSInterestRatesLink","chromium-SCB-fr-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","39","helpCentreMyAccount page | socialMediaMyAccountBlock | linkedinIcon","chromium-CySEC-ro-ro-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","60","helpCentreMyAccount page | socialMediaMyAccountBlock | facebookIcon","chromium-CySEC-it-it-unregistered","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","59","iagCfdInstrument page | fyLink | fyLink","chromium-SCB-ru-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
"","8405","tradeBitcoin page | tradePolkadotSharesLink | tradePolkadotSharesLink","chromium-SCB-vi-unauthorised","2026-08-12","skipped","2026-08-12","","cta/generated.cta.spec.js","",""
