"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7422","bonds page | tradingInstrument | buyBtn","chromium-SCB-ru-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7358","interestRates page | tradingInstrument | sellBtn","chromium-CySEC-en-eu-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7239","interestRates page | tradingInstrument | alertBtn","chromium-CySEC-it-it-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","2822","shares page | tradingInstrument | viewDetailedChartBtn","chromium-SCB-zh-hans-unregistered","2026-09-14","skipped","2026-09-14","","cta/generated.cta.spec.js","",""
"","7405","shares page | tradingInstrument | readyToJoinSignUpBtn","chromium-SCB-ru-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","8046","cryptocurrencies page | tradingInstrument | sellBtn","chromium-CySEC-fr-fr-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7907","markets page | tradingInstrument | alertBtn","chromium-SCB-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7270","interestRates page | tradingInstrument | readyToJoinSignUpBtn","chromium-SCB-zh-hant-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7652","indices page | tradingInstrument | sellBtn","chromium-CySEC-pl-pl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7073","bonds page | tradingInstrument | viewDetailedChartBtn","chromium-SCB-de-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","8020","commodities page | tradingInstrument | tradedBtn","chromium-SCB-zh-hans-unauthorised","2026-09-14","failed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7462","indices page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-fr-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7727","cryptocurrencies page | tradingInstrument | buyBtn","chromium-CySEC-hu-hu-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7016","forex page | heroBanner | signupBtn","chromium-SCB-ru-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7107","interestRates page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-de-at-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6690","forex page | heroBanner | signupBtn","chromium-CySEC-el-gr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7272","bonds page | tradingInstrument | addToFavouriteBtn","chromium-SCB-ar-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7523","shares page | tradingInstrument | addToFavouriteBtn","chromium-CMA-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7364","interestRates page | tradingInstrument | buyBtn","chromium-CySEC-de-at-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7693","indices page | tradingInstrument | viewDetailedChartBtn","chromium-SCB-es-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7185","forex page | tradingInstrument | readyToJoinSignUpBtn","chromium-CySEC-hu-hu-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7290","bonds page | tradingInstrument | alertBtn","chromium-SCB-ar-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9207","interestRates page | tradingInstrument | tradedBtn","chromium-SCB-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6683","marketPricing page | readyToJoinBlock | signupBtn","chromium-CySEC-fr-fr-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7982","forex page | heroBanner | signupBtn","chromium-CySEC-hu-hu-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7164","forex page | tradingInstrument | viewDetailedChartBtn","chromium-CySEC-pl-pl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7184","indices page | tradingInstrument | alertBtn","chromium-CySEC-fr-fr-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7942","commodities page | tradingInstrument | buyBtn","chromium-SCB-zh-hant-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7419","indices page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-mn-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7617","markets page | tradingInstrument | buyBtn","chromium-ASIC-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7602","cryptocurrencies page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-CMA-ar-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7876","bonds page | tradingInstrument | addToFavouriteBtn","chromium-CMA-ar-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","77","marketAnalysis page | mostTradedMarketsBlock | tradedBtn","chromium-SCB-mn-unregistered","2026-09-14","skipped","2026-09-14","","cta/generated.cta.spec.js","",""
"","7484","cryptocurrencies page | tradingInstrument | sellBtn","chromium-SCB-es-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","12446","indices page | tradingInstrument | tradedBtn","chromium-SCB-fr-unregistered","2026-09-14","failed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7687","indices page | tradingInstrument | buyBtn","chromium-CySEC-nl-nl-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7425","markets page | tradingInstrument | viewDetailedChartBtn","chromium-CySEC-de-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7329","forex page | tradingInstrument | longPositionGoToPlatformBtn","chromium-CySEC-hu-hu-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7343","cryptocurrencies page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-CySEC-hu-hu-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7122","markets page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-nl-nl-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7339","forex page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-CySEC-nl-nl-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7832","shares page | tradingInstrument | buyBtn","chromium-CySEC-de-at-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7347","shares page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-es-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6586","forex page | heroBanner | signupBtn","chromium-CySEC-ro-ro-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7359","indices page | tradingInstrument | longPositionGoToPlatformBtn","chromium-CySEC-de-at-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7555","forex page | tradingInstrument | buyBtn","chromium-SCB-ru-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7167","commodities page | heroBanner | signupBtn","chromium-SCB-fr-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6715","bonds page | heroBanner | signupBtn","chromium-SCB-fr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7223","indices page | tradingInstrument | readyToJoinSignUpBtn","chromium-SCB-vi-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","12390","commodities page | tradingInstrument | tradedBtn","chromium-CMA-ar-unauthorised","2026-09-14","failed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7066","forex page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-ro-ro-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7568","interestRates page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-CMA-ar-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7551","cryptocurrencies page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-SCB-ar-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","3227","commodities page | tradingInstrument | buyBtn","chromium-SCB-zh-hans-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7838","indices page | tradingInstrument | sellBtn","chromium-CySEC-it-it-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","8108","commodities page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-SCB-ar-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7267","interestRates page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-vi-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7155","commodities page | tradingInstrument | viewDetailedChartBtn","chromium-CySEC-nl-nl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7314","cryptocurrencies page | tradingInstrument | readyToJoinSignUpBtn","chromium-SCB-es-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9379","cryptocurrencies page | tradingInstrument | tradedBtn","chromium-SCB-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7362","forex page | tradingInstrument | alertBtn","chromium-SCB-es-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7231","interestRates page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-en-eu-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7082","bonds page | tradingInstrument | readyToJoinSignUpBtn","chromium-CySEC-nl-nl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","4736","indices page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-zh-hans-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7475","indices page | tradingInstrument | longPositionGoToPlatformBtn","chromium-CySEC-el-gr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","12282","bonds page | tradingInstrument | tradedBtn","chromium-CMA-ar-unauthorised","2026-09-14","failed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9120","bonds page | tradingInstrument | tradedBtn","chromium-CySEC-fr-fr-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7427","markets page | tradingInstrument | readyToJoinSignUpBtn","chromium-CMA-ar-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7954","shares page | tradingInstrument | sellBtn","chromium-SCB-vi-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7304","interestRates page | tradingInstrument | longPositionGoToPlatformBtn","chromium-CySEC-pl-pl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7495","forex page | tradingInstrument | buyBtn","chromium-SCB-fr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","8089","markets page | tradingInstrument | sellBtn","chromium-CMA-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9392","cryptocurrencies page | tradingInstrument | tradedBtn","chromium-CMA-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7054","markets page | heroBanner | signupBtn","chromium-CMA-ar-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7255","shares page | tradingInstrument | viewDetailedChartBtn","chromium-CySEC-el-gr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7397","markets page | tradingInstrument | viewDetailedChartBtn","chromium-SCB-de-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7311","markets page | tradingInstrument | alertBtn","chromium-SCB-de-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7969","forex page | tradingInstrument | readyToJoinSignUpBtn","chromium-CMA-ar-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7225","interestRates page | tradingInstrument | viewDetailedChartBtn","chromium-SCB-es-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7882","forex page | tradingInstrument | sellBtn","chromium-SCB-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7445","cryptocurrencies page | tradingInstrument | buyBtn","chromium-SCB-es-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","8497","bonds page | tradingInstrument | sellBtn","chromium-CySEC-el-gr-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7621","interestRates page | heroBanner | signupBtn","chromium-CySEC-de-de-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7195","bonds page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-de-at-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7566","markets page | tradingInstrument | viewDetailedChartBtn","chromium-CMA-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9672","markets page | tradingInstrument | tradedBtn","chromium-SCB-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7945","indices page | tradingInstrument | sellBtn","chromium-CMA-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7122","bonds page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-fr-fr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","12311","commodities page | tradingInstrument | tradedBtn","chromium-CMA-ar-unregistered","2026-09-14","failed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7365","bonds page | tradingInstrument | sellBtn","chromium-ASIC-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7974","markets page | tradingInstrument | sellBtn","chromium-SCB-ru-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7240","marketAnalysis page | mostTradedMarketsBlock | tradedBtn","chromium-CySEC-nl-nl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7793","indices page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-de-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7914","shares page | tradingInstrument | buyBtn","chromium-SCB-vi-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7356","cryptocurrencies page | heroBanner | signupBtn","chromium-SCB-de-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6647","interestRates page | heroBanner | signupBtn","chromium-CySEC-el-gr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7822","commodities page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-SCB-zh-hant-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7688","bonds page | tradingInstrument | addToFavouriteBtn","chromium-SCB-zh-hant-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7603","bonds page | tradingInstrument | sellBtn","chromium-CySEC-de-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7149","shares page | heroBanner | signupBtn","chromium-SCB-ru-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7735","commodities page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-SCB-zh-hant-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7090","bonds page | tradingInstrument | alertBtn","chromium-CySEC-de-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7282","indices page | heroBanner | signupBtn","chromium-CySEC-pl-pl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7589","bonds page | tradingInstrument | addToFavouriteBtn","chromium-SCB-ru-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7411","shares page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-CySEC-nl-nl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","4554","indices page | tradingInstrument | addToFavouriteBtn","chromium-SCB-zh-hans-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9227","commodities page | tradingInstrument | tradedBtn","chromium-CySEC-de-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9442","markets page | tradingInstrument | tradedBtn","chromium-CMA-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7169","forex page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-it-it-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7393","bonds page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-ru-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7530","interestRates page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-es-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7138","shares page | heroBanner | signupBtn","chromium-SCB-es-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7572","markets page | tradingInstrument | sellBtn","chromium-CySEC-de-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7795","indices page | tradingInstrument | sellBtn","chromium-CySEC-de-at-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7841","commodities page | tradingInstrument | sellBtn","chromium-CySEC-de-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6487","interestRates page | heroBanner | signupBtn","chromium-ASIC-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7380","bonds page | tradingInstrument | readyToJoinSignUpBtn","chromium-SCB-mn-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","8178","shares page | tradingInstrument | sellBtn","chromium-SCB-es-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6921","bonds page | heroBanner | signupBtn","chromium-SCB-mn-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7230","interestRates page | tradingInstrument | alertBtn","chromium-SCB-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7107","forex page | heroBanner | signupBtn","chromium-CySEC-de-de-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7236","forex page | tradingInstrument | viewDetailedChartBtn","chromium-CySEC-nl-nl-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7359","forex page | tradingInstrument | readyToJoinSignUpBtn","chromium-FCA-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7542","indices page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-ru-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6700","marketPricing page | readyToJoinBlock | signupBtn","chromium-CySEC-de-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7164","commodities page | tradingInstrument | readyToJoinSignUpBtn","chromium-CySEC-it-it-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7844","forex page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-SCB-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7164","indices page | tradingInstrument | alertBtn","chromium-CySEC-ro-ro-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7160","interestRates page | tradingInstrument | addToFavouriteBtn","chromium-SCB-zh-hant-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6955","commodities page | heroBanner | signupBtn","chromium-CySEC-de-at-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7664","indices page | tradingInstrument | buyBtn","chromium-CMA-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","12379","indices page | tradingInstrument | tradedBtn","chromium-CMA-ar-unauthorised","2026-09-14","failed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7019","shares page | tradingInstrument | alertBtn","chromium-SCB-fr-unregistered","2026-09-14","skipped","2026-09-14","","cta/generated.cta.spec.js","",""
"","7227","markets page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-it-it-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","40","financeNews page | mostTradedMarketsBlock | tradedBtn","chromium-SCB-vi-unauthorised","2026-09-14","skipped","2026-09-14","","cta/generated.cta.spec.js","",""
"","7175","interestRates page | tradingInstrument | viewDetailedChartBtn","chromium-SCB-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9295","markets page | tradingInstrument | tradedBtn","chromium-SCB-vi-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7461","forex page | tradingInstrument | longPositionGoToPlatformBtn","chromium-SCB-ru-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7925","interestRates page | tradingInstrument | buyBtn","chromium-SCB-mn-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6935","interestRates page | tradingInstrument | viewDetailedChartBtn","chromium-ASIC-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7563","markets page | tradingInstrument | sellBtn","chromium-SCB-zh-hant-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7459","forex page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-SCB-ar-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9212","cryptocurrencies page | tradingInstrument | tradedBtn","chromium-CySEC-pl-pl-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","2671","bonds page | heroBanner | signupBtn","chromium-SCB-zh-hans-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7066","markets page | tradingInstrument | longPositionGoToPlatformBtn","chromium-ASIC-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","8075","markets page | tradingInstrument | viewDetailedChartBtn","chromium-SCB-en-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7854","markets page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-it-it-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7518","bonds page | tradingInstrument | readyToJoinSignUpBtn","chromium-SCB-zh-hant-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7547","commodities page | tradingInstrument | longPositionGoToPlatformBtn","chromium-CySEC-it-it-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7574","indices page | tradingInstrument | addToFavouriteBtn","chromium-CMA-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7002","interestRates page | tradingInstrument | addToFavouriteBtn","chromium-CySEC-ro-ro-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6607","commodities page | heroBanner | signupBtn","chromium-CySEC-fr-fr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7171","bonds page | tradingInstrument | viewDetailedChartBtn","chromium-SCB-mn-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","9243","cryptocurrencies page | tradingInstrument | tradedBtn","chromium-CySEC-nl-nl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7694","bonds page | heroBanner | signupBtn","chromium-SCB-mn-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7171","interestRates page | heroBanner | signupBtn","chromium-SCB-ru-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7234","markets page | tradingInstrument | alertBtn","chromium-CySEC-el-gr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7684","commodities page | tradingInstrument | alertBtn","chromium-CySEC-el-gr-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7544","bonds page | tradingInstrument | alertBtn","chromium-FCA-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7255","interestRates page | tradingInstrument | longPositionGoToPlatformBtn","chromium-CySEC-ro-ro-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7415","indices page | tradingInstrument | viewDetailedChartBtn","chromium-CMA-ar-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7304","indices page | tradingInstrument | readyToJoinSignUpBtn","chromium-FCA-en-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7255","interestRates page | tradingInstrument | shortPositionGoToPlatformBtn","chromium-CySEC-nl-nl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7542","commodities page | tradingInstrument | alertBtn","chromium-SCB-vi-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6935","shares page | tradingInstrument | sellBtn","chromium-SCB-es-unregistered","2026-09-14","skipped","2026-09-14","","cta/generated.cta.spec.js","",""
"","7387","interestRates page | tradingInstrument | sellBtn","chromium-SCB-de-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7294","commodities page | tradingInstrument | buyBtn","chromium-CySEC-nl-nl-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7607","indices page | tradingInstrument | alertBtn","chromium-SCB-vi-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7312","forex page | tradingInstrument | viewDetailedChartBtn","chromium-CySEC-el-gr-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","6646","marketAnalysis page | readyToJoinBlock | signupBtn","chromium-SCB-zh-hant-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7542","bonds page | tradingInstrument | alertBtn","chromium-SCB-fr-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7669","bonds page | tradingInstrument | sellBtn","chromium-CySEC-nl-nl-unregistered","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
"","7955","interestRates page | tradingInstrument | sellBtn","chromium-CySEC-it-it-unauthorised","2026-09-14","passed","2026-09-14","","cta/generated.cta.spec.js","",""
